month,sku,variation,category,location,inventory_units,unit_cost,inventory_value
2024-04,Matcha Plus,Plus,Finished,Inbound_Transit,281,11.0,3091.0
2024-04,Matcha Plus,Plus,Finished,Interwarehouse_Transit,264,11.0,2904.0
2024-04,Acai Original,Original,Finished,EU_North,228,8.5,1938.0
2024-04,Acai Original,Original,Finished,EU_Central,95,8.5,807.5
2024-04,Acai Original,Original,Finished,EU_South,426,8.5,3621.0
2024-04,Acai Original,Original,Finished,EU_West,341,8.5,2898.5
2024-04,Acai Original,Original,Finished,EU_East,61,8.5,518.5
2024-04,Acai Original,Original,Finished,Amazon_FBA,234,8.5,1989.0
2024-04,Acai Original,Original,Finished,TikTok_FBT,211,8.5,1793.5
2024-04,Acai Original,Original,Finished,Shopify_FC,99,8.5,841.5
2024-04,Acai Original,Original,Finished,Factory_A,98,8.5,833.0
2024-04,Acai Original,Original,Finished,Factory_B,80,8.5,680.0
2024-04,Acai Original,Original,Finished,Inbound_Transit,172,8.5,1462.0
2024-04,Acai Original,Original,Finished,Interwarehouse_Transit,121,8.5,1028.5
2024-04,Acai Plus,Plus,Finished,EU_North,220,11.0,2420.0
2024-04,Acai Plus,Plus,Finished,EU_Central,119,11.0,1309.0
2024-04,Acai Plus,Plus,Finished,EU_South,12,11.0,132.0
2024-04,Acai Plus,Plus,Finished,EU_West,173,11.0,1903.0
2024-04,Acai Plus,Plus,Finished,EU_East,506,11.0,5566.0
2024-04,Acai Plus,Plus,Finished,Amazon_FBA,33,11.0,363.0
2024-04,Acai Plus,Plus,Finished,TikTok_FBT,180,11.0,1980.0
2024-04,Acai Plus,Plus,Finished,Shopify_FC,48,11.0,528.0
2024-04,Acai Plus,Plus,Finished,Factory_A,161,11.0,1771.0
2024-04,Acai Plus,Plus,Finished,Factory_B,18,11.0,198.0
2024-04,Acai Plus,Plus,Finished,Inbound_Transit,122,11.0,1342.0
2024-04,Acai Plus,Plus,Finished,Interwarehouse_Transit,255,11.0,2805.0
2024-04,Coconut Original,Original,Finished,EU_North,144,8.5,1224.0
2024-04,Coconut Original,Original,Finished,EU_Central,14,8.5,119.0
2024-04,Coconut Original,Original,Finished,EU_South,190,8.5,1615.0
2024-04,Coconut Original,Original,Finished,EU_West,176,8.5,1496.0
2024-04,Coconut Original,Original,Finished,EU_East,138,8.5,1173.0
2024-04,Coconut Original,Original,Finished,Amazon_FBA,4,8.5,34.0
2024-04,Coconut Original,Original,Finished,TikTok_FBT,40,8.5,340.0
2024-04,Coconut Original,Original,Finished,Shopify_FC,40,8.5,340.0
2024-04,Coconut Original,Original,Finished,Factory_A,56,8.5,476.0
2024-04,Coconut Original,Original,Finished,Factory_B,9,8.5,76.5
2024-04,Coconut Original,Original,Finished,Inbound_Transit,360,8.5,3060.0
2024-04,Coconut Original,Original,Finished,Interwarehouse_Transit,76,8.5,646.0
2024-04,Coconut Plus,Plus,Finished,EU_North,251,11.0,2761.0
2024-04,Coconut Plus,Plus,Finished,EU_Central,149,11.0,1639.0
2024-04,Coconut Plus,Plus,Finished,EU_South,242,11.0,2662.0
2024-04,Coconut Plus,Plus,Finished,EU_West,26,11.0,286.0
2024-04,Coconut Plus,Plus,Finished,EU_East,47,11.0,517.0
2024-04,Coconut Plus,Plus,Finished,Amazon_FBA,279,11.0,3069.0
2024-04,Coconut Plus,Plus,Finished,TikTok_FBT,86,11.0,946.0
2024-04,Coconut Plus,Plus,Finished,Shopify_FC,5,11.0,55.0
2024-04,Coconut Plus,Plus,Finished,Factory_A,29,11.0,319.0
2024-04,Coconut Plus,Plus,Finished,Factory_B,57,11.0,627.0
2024-04,Coconut Plus,Plus,Finished,Inbound_Transit,681,11.0,7491.0
2024-04,Coconut Plus,Plus,Finished,Interwarehouse_Transit,173,11.0,1903.0
2024-04,Turmeric Original,Original,Finished,EU_North,1,8.5,8.5
2024-04,Turmeric Original,Original,Finished,EU_Central,7,8.5,59.5
2024-04,Turmeric Original,Original,Finished,EU_South,145,8.5,1232.5
2024-04,Turmeric Original,Original,Finished,EU_West,33,8.5,280.5
2024-04,Turmeric Original,Original,Finished,EU_East,192,8.5,1632.0
2024-04,Turmeric Original,Original,Finished,Amazon_FBA,28,8.5,238.0
2024-04,Turmeric Original,Original,Finished,TikTok_FBT,15,8.5,127.5
2024-04,Turmeric Original,Original,Finished,Shopify_FC,43,8.5,365.5
2024-04,Turmeric Original,Original,Finished,Factory_A,24,8.5,204.0
2024-04,Turmeric Original,Original,Finished,Factory_B,6,8.5,51.0
2024-04,Turmeric Original,Original,Finished,Inbound_Transit,62,8.5,527.0
2024-04,Turmeric Original,Original,Finished,Interwarehouse_Transit,11,8.5,93.5
2024-04,Turmeric Plus,Plus,Finished,EU_North,54,11.0,594.0
2024-04,Turmeric Plus,Plus,Finished,EU_Central,11,11.0,121.0
2024-04,Turmeric Plus,Plus,Finished,EU_South,6,11.0,66.0
2024-04,Turmeric Plus,Plus,Finished,EU_West,40,11.0,440.0
2024-04,Turmeric Plus,Plus,Finished,EU_East,29,11.0,319.0
2024-04,Turmeric Plus,Plus,Finished,Amazon_FBA,32,11.0,352.0
2024-04,Turmeric Plus,Plus,Finished,TikTok_FBT,8,11.0,88.0
2024-04,Turmeric Plus,Plus,Finished,Shopify_FC,7,11.0,77.0
2024-04,Turmeric Plus,Plus,Finished,Factory_A,7,11.0,77.0
2024-04,Turmeric Plus,Plus,Finished,Factory_B,7,11.0,77.0
2024-04,Turmeric Plus,Plus,Finished,Inbound_Transit,31,11.0,341.0
2024-04,Turmeric Plus,Plus,Finished,Interwarehouse_Transit,52,11.0,572.0
2024-04,Ginger Lemon Original,Original,Finished,EU_North,12,8.5,102.0
2024-04,Ginger Lemon Original,Original,Finished,EU_Central,56,8.5,476.0
2024-04,Ginger Lemon Original,Original,Finished,EU_South,6,8.5,51.0
2024-04,Ginger Lemon Original,Original,Finished,EU_West,25,8.5,212.5
2024-04,Ginger Lemon Original,Original,Finished,EU_East,9,8.5,76.5
2024-04,Ginger Lemon Original,Original,Finished,TikTok_FBT,10,8.5,85.0
2024-04,Ginger Lemon Original,Original,Finished,Shopify_FC,163,8.5,1385.5
2024-04,Ginger Lemon Original,Original,Finished,Factory_A,64,8.5,544.0
2024-04,Ginger Lemon Original,Original,Finished,Factory_B,121,8.5,1028.5
2024-04,Ginger Lemon Original,Original,Finished,Inbound_Transit,25,8.5,212.5
2024-04,Ginger Lemon Original,Original,Finished,Interwarehouse_Transit,4,8.5,34.0
2024-04,Ginger Lemon Plus,Plus,Finished,EU_North,4,11.0,44.0
2024-04,Ginger Lemon Plus,Plus,Finished,EU_Central,3,11.0,33.0
2024-04,Ginger Lemon Plus,Plus,Finished,EU_South,29,11.0,319.0
2024-04,Ginger Lemon Plus,Plus,Finished,EU_West,102,11.0,1122.0
2024-04,Ginger Lemon Plus,Plus,Finished,EU_East,50,11.0,550.0
2024-04,Ginger Lemon Plus,Plus,Finished,Amazon_FBA,2,11.0,22.0
2024-04,Ginger Lemon Plus,Plus,Finished,TikTok_FBT,8,11.0,88.0
2024-04,Ginger Lemon Plus,Plus,Finished,Shopify_FC,98,11.0,1078.0
2024-04,Ginger Lemon Plus,Plus,Finished,Factory_A,8,11.0,88.0
2024-04,Ginger Lemon Plus,Plus,Finished,Factory_B,38,11.0,418.0
2024-04,Ginger Lemon Plus,Plus,Finished,Inbound_Transit,43,11.0,473.0
2024-04,Ginger Lemon Plus,Plus,Finished,Interwarehouse_Transit,23,11.0,253.0
2024-04,Berry Fusion Original,Original,Finished,EU_North,25,8.5,212.5
2024-04,Berry Fusion Original,Original,Finished,EU_Central,4,8.5,34.0
2024-04,Berry Fusion Original,Original,Finished,EU_South,932,8.5,7922.0
2024-04,Berry Fusion Original,Original,Finished,EU_West,354,8.5,3009.0
2024-04,Berry Fusion Original,Original,Finished,EU_East,119,8.5,1011.5
2024-04,Berry Fusion Original,Original,Finished,Amazon_FBA,137,8.5,1164.5
2024-04,Berry Fusion Original,Original,Finished,TikTok_FBT,129,8.5,1096.5
2024-04,Berry Fusion Original,Original,Finished,Shopify_FC,541,8.5,4598.5
2024-04,Berry Fusion Original,Original,Finished,Factory_A,373,8.5,3170.5
2024-04,Berry Fusion Original,Original,Finished,Factory_B,64,8.5,544.0
2024-04,Berry Fusion Original,Original,Finished,Inbound_Transit,55,8.5,467.5
2024-04,Berry Fusion Original,Original,Finished,Interwarehouse_Transit,28,8.5,238.0
2024-04,Berry Fusion Plus,Plus,Finished,EU_North,16,11.0,176.0
2024-04,Berry Fusion Plus,Plus,Finished,EU_Central,710,11.0,7810.0
2024-04,Berry Fusion Plus,Plus,Finished,EU_South,148,11.0,1628.0
2024-04,Berry Fusion Plus,Plus,Finished,EU_West,635,11.0,6985.0
2024-04,Berry Fusion Plus,Plus,Finished,EU_East,88,11.0,968.0
2024-04,Berry Fusion Plus,Plus,Finished,Amazon_FBA,34,11.0,374.0
2024-04,Berry Fusion Plus,Plus,Finished,TikTok_FBT,177,11.0,1947.0
2024-04,Berry Fusion Plus,Plus,Finished,Shopify_FC,31,11.0,341.0
2024-04,Berry Fusion Plus,Plus,Finished,Factory_A,155,11.0,1705.0
2024-04,Berry Fusion Plus,Plus,Finished,Factory_B,621,11.0,6831.0
2024-04,Berry Fusion Plus,Plus,Finished,Inbound_Transit,232,11.0,2552.0
2024-04,Berry Fusion Plus,Plus,Finished,Interwarehouse_Transit,277,11.0,3047.0
2024-04,Cacao Original,Original,Finished,EU_North,313,8.5,2660.5
2024-04,Cacao Original,Original,Finished,EU_Central,80,8.5,680.0
2024-04,Cacao Original,Original,Finished,EU_South,32,8.5,272.0
2024-04,Cacao Original,Original,Finished,EU_West,149,8.5,1266.5
2024-04,Cacao Original,Original,Finished,EU_East,23,8.5,195.5
2024-04,Cacao Original,Original,Finished,Amazon_FBA,66,8.5,561.0
2024-04,Cacao Original,Original,Finished,TikTok_FBT,66,8.5,561.0
2024-04,Cacao Original,Original,Finished,Shopify_FC,20,8.5,170.0
2024-04,Cacao Original,Original,Finished,Factory_A,250,8.5,2125.0
2024-04,Cacao Original,Original,Finished,Factory_B,127,8.5,1079.5
2024-04,Cacao Original,Original,Finished,Inbound_Transit,63,8.5,535.5
2024-04,Cacao Original,Original,Finished,Interwarehouse_Transit,13,8.5,110.5
2024-04,Cacao Plus,Plus,Finished,EU_North,180,11.0,1980.0
2024-04,Cacao Plus,Plus,Finished,EU_Central,250,11.0,2750.0
2024-04,Cacao Plus,Plus,Finished,EU_South,218,11.0,2398.0
2024-04,Cacao Plus,Plus,Finished,EU_West,76,11.0,836.0
2024-04,Cacao Plus,Plus,Finished,EU_East,205,11.0,2255.0
2024-04,Cacao Plus,Plus,Finished,Amazon_FBA,336,11.0,3696.0
2024-04,Cacao Plus,Plus,Finished,TikTok_FBT,468,11.0,5148.0
2024-04,Cacao Plus,Plus,Finished,Shopify_FC,265,11.0,2915.0
2024-04,Cacao Plus,Plus,Finished,Factory_A,402,11.0,4422.0
2024-04,Cacao Plus,Plus,Finished,Factory_B,46,11.0,506.0
2024-04,Cacao Plus,Plus,Finished,Inbound_Transit,139,11.0,1529.0
2024-04,Cacao Plus,Plus,Finished,Interwarehouse_Transit,2,11.0,22.0
2024-04,Vanilla Chai Original,Original,Finished,EU_North,154,8.5,1309.0
2024-04,Vanilla Chai Original,Original,Finished,EU_Central,439,8.5,3731.5
2024-04,Vanilla Chai Original,Original,Finished,EU_South,474,8.5,4029.0
2024-04,Vanilla Chai Original,Original,Finished,EU_West,486,8.5,4131.0
2024-04,Vanilla Chai Original,Original,Finished,EU_East,2,8.5,17.0
2024-04,Vanilla Chai Original,Original,Finished,Amazon_FBA,289,8.5,2456.5
2024-04,Vanilla Chai Original,Original,Finished,TikTok_FBT,370,8.5,3145.0
2024-04,Vanilla Chai Original,Original,Finished,Shopify_FC,222,8.5,1887.0
2024-04,Vanilla Chai Original,Original,Finished,Factory_A,300,8.5,2550.0
2024-04,Vanilla Chai Original,Original,Finished,Factory_B,366,8.5,3111.0
2024-04,Vanilla Chai Original,Original,Finished,Inbound_Transit,134,8.5,1139.0
2024-04,Vanilla Chai Original,Original,Finished,Interwarehouse_Transit,148,8.5,1258.0
2024-04,Vanilla Chai Plus,Plus,Finished,EU_North,211,11.0,2321.0
2024-04,Vanilla Chai Plus,Plus,Finished,EU_Central,129,11.0,1419.0
2024-04,Vanilla Chai Plus,Plus,Finished,EU_South,201,11.0,2211.0
2024-04,Vanilla Chai Plus,Plus,Finished,EU_West,14,11.0,154.0
2024-04,Vanilla Chai Plus,Plus,Finished,EU_East,230,11.0,2530.0
2024-04,Vanilla Chai Plus,Plus,Finished,Amazon_FBA,212,11.0,2332.0
2024-04,Vanilla Chai Plus,Plus,Finished,TikTok_FBT,218,11.0,2398.0
2024-04,Vanilla Chai Plus,Plus,Finished,Shopify_FC,222,11.0,2442.0
2024-04,Vanilla Chai Plus,Plus,Finished,Factory_A,262,11.0,2882.0
2024-04,Vanilla Chai Plus,Plus,Finished,Factory_B,334,11.0,3674.0
2024-04,Vanilla Chai Plus,Plus,Finished,Inbound_Transit,69,11.0,759.0
2024-04,Vanilla Chai Plus,Plus,Finished,Interwarehouse_Transit,404,11.0,4444.0
2024-04,Raspberry Original,Original,Finished,EU_North,10,8.5,85.0
2024-04,Raspberry Original,Original,Finished,EU_Central,294,8.5,2499.0
2024-04,Raspberry Original,Original,Finished,EU_South,197,8.5,1674.5
2024-04,Raspberry Original,Original,Finished,EU_West,209,8.5,1776.5
2024-04,Raspberry Original,Original,Finished,EU_East,65,8.5,552.5
2024-04,Raspberry Original,Original,Finished,Amazon_FBA,25,8.5,212.5
2024-04,Raspberry Original,Original,Finished,TikTok_FBT,169,8.5,1436.5
2024-04,Raspberry Original,Original,Finished,Shopify_FC,109,8.5,926.5
2024-04,Raspberry Original,Original,Finished,Factory_A,31,8.5,263.5
2024-04,Raspberry Original,Original,Finished,Factory_B,192,8.5,1632.0
2024-04,Raspberry Original,Original,Finished,Inbound_Transit,854,8.5,7259.0
2024-04,Raspberry Original,Original,Finished,Interwarehouse_Transit,236,8.5,2006.0
2024-04,Raspberry Plus,Plus,Finished,EU_North,343,11.0,3773.0
2024-04,Raspberry Plus,Plus,Finished,EU_Central,239,11.0,2629.0
2024-04,Raspberry Plus,Plus,Finished,EU_South,32,11.0,352.0
2024-04,Raspberry Plus,Plus,Finished,EU_West,208,11.0,2288.0
2024-04,Raspberry Plus,Plus,Finished,EU_East,101,11.0,1111.0
2024-04,Raspberry Plus,Plus,Finished,Amazon_FBA,105,11.0,1155.0
2024-04,Raspberry Plus,Plus,Finished,TikTok_FBT,25,11.0,275.0
2024-04,Raspberry Plus,Plus,Finished,Shopify_FC,10,11.0,110.0
2024-04,Raspberry Plus,Plus,Finished,Factory_A,161,11.0,1771.0
2024-04,Raspberry Plus,Plus,Finished,Factory_B,94,11.0,1034.0
2024-04,Raspberry Plus,Plus,Finished,Inbound_Transit,78,11.0,858.0
2024-04,Raspberry Plus,Plus,Finished,Interwarehouse_Transit,176,11.0,1936.0
2024-04,Pistachio Original,Original,Finished,EU_North,213,8.5,1810.5
2024-04,Pistachio Original,Original,Finished,EU_Central,20,8.5,170.0
2024-04,Pistachio Original,Original,Finished,EU_South,26,8.5,221.0
2024-04,Pistachio Original,Original,Finished,EU_West,106,8.5,901.0
2024-04,Pistachio Original,Original,Finished,EU_East,16,8.5,136.0
2024-04,Pistachio Original,Original,Finished,Amazon_FBA,7,8.5,59.5
2024-04,Pistachio Original,Original,Finished,TikTok_FBT,115,8.5,977.5
2024-04,Pistachio Original,Original,Finished,Shopify_FC,2,8.5,17.0
2024-04,Pistachio Original,Original,Finished,Factory_A,57,8.5,484.5
2024-04,Pistachio Original,Original,Finished,Factory_B,48,8.5,408.0
2024-04,Pistachio Original,Original,Finished,Inbound_Transit,23,8.5,195.5
2024-04,Pistachio Original,Original,Finished,Interwarehouse_Transit,19,8.5,161.5
2024-04,Pistachio Plus,Plus,Finished,EU_North,28,11.0,308.0
2024-04,Pistachio Plus,Plus,Finished,EU_Central,5,11.0,55.0
2024-04,Pistachio Plus,Plus,Finished,EU_South,18,11.0,198.0
2024-04,Pistachio Plus,Plus,Finished,EU_West,18,11.0,198.0
2024-04,Pistachio Plus,Plus,Finished,EU_East,102,11.0,1122.0
2024-04,Pistachio Plus,Plus,Finished,Amazon_FBA,20,11.0,220.0
2024-04,Pistachio Plus,Plus,Finished,TikTok_FBT,12,11.0,132.0
2024-04,Pistachio Plus,Plus,Finished,Shopify_FC,3,11.0,33.0
2024-04,Pistachio Plus,Plus,Finished,Factory_A,3,11.0,33.0
2024-04,Pistachio Plus,Plus,Finished,Factory_B,6,11.0,66.0
2024-04,Pistachio Plus,Plus,Finished,Inbound_Transit,7,11.0,77.0
2024-04,Pistachio Plus,Plus,Finished,Interwarehouse_Transit,43,11.0,473.0
2024-05,Matcha Original,Original,Finished,EU_North,78,8.5,663.0
2024-05,Matcha Original,Original,Finished,EU_Central,40,8.5,340.0
2024-05,Matcha Original,Original,Finished,EU_South,694,8.5,5899.0
2024-05,Matcha Original,Original,Finished,EU_West,234,8.5,1989.0
2024-05,Matcha Original,Original,Finished,EU_East,525,8.5,4462.5
2024-05,Matcha Original,Original,Finished,Amazon_FBA,95,8.5,807.5
2024-05,Matcha Original,Original,Finished,TikTok_FBT,453,8.5,3850.5
2024-05,Matcha Original,Original,Finished,Shopify_FC,43,8.5,365.5
2024-05,Matcha Original,Original,Finished,Factory_A,131,8.5,1113.5
2024-05,Matcha Original,Original,Finished,Factory_B,1187,8.5,10089.5
2024-05,Matcha Original,Original,Finished,Inbound_Transit,641,8.5,5448.5
2024-05,Matcha Original,Original,Finished,Interwarehouse_Transit,242,8.5,2057.0
2024-05,Matcha Plus,Plus,Finished,EU_North,9,11.0,99.0
2024-05,Matcha Plus,Plus,Finished,EU_Central,26,11.0,286.0
2024-05,Matcha Plus,Plus,Finished,EU_South,223,11.0,2453.0
2024-05,Matcha Plus,Plus,Finished,EU_West,1051,11.0,11561.0
2024-05,Matcha Plus,Plus,Finished,EU_East,313,11.0,3443.0
2024-05,Matcha Plus,Plus,Finished,Amazon_FBA,284,11.0,3124.0
2024-05,Matcha Plus,Plus,Finished,TikTok_FBT,48,11.0,528.0
2024-05,Matcha Plus,Plus,Finished,Shopify_FC,402,11.0,4422.0
2024-05,Matcha Plus,Plus,Finished,Factory_A,790,11.0,8690.0
2024-05,Matcha Plus,Plus,Finished,Factory_B,190,11.0,2090.0
2024-05,Matcha Plus,Plus,Finished,Inbound_Transit,506,11.0,5566.0
2024-05,Matcha Plus,Plus,Finished,Interwarehouse_Transit,1412,11.0,15532.0
2024-05,Acai Original,Original,Finished,EU_North,204,8.5,1734.0
2024-05,Acai Original,Original,Finished,EU_Central,93,8.5,790.5
2024-05,Acai Original,Original,Finished,EU_South,349,8.5,2966.5
2024-05,Acai Original,Original,Finished,EU_West,36,8.5,306.0
2024-05,Acai Original,Original,Finished,EU_East,119,8.5,1011.5
2024-05,Acai Original,Original,Finished,Amazon_FBA,197,8.5,1674.5
2024-05,Acai Original,Original,Finished,TikTok_FBT,6,8.5,51.0
2024-05,Acai Original,Original,Finished,Shopify_FC,69,8.5,586.5
2024-05,Acai Original,Original,Finished,Factory_A,260,8.5,2210.0
2024-05,Acai Original,Original,Finished,Factory_B,289,8.5,2456.5
2024-05,Acai Original,Original,Finished,Inbound_Transit,81,8.5,688.5
2024-05,Acai Original,Original,Finished,Interwarehouse_Transit,346,8.5,2941.0
2024-05,Acai Plus,Plus,Finished,EU_North,128,11.0,1408.0
2024-05,Acai Plus,Plus,Finished,EU_Central,10,11.0,110.0
2024-05,Acai Plus,Plus,Finished,EU_South,2,11.0,22.0
2024-05,Acai Plus,Plus,Finished,EU_West,148,11.0,1628.0
2024-05,Acai Plus,Plus,Finished,EU_East,19,11.0,209.0
2024-05,Acai Plus,Plus,Finished,Amazon_FBA,49,11.0,539.0
2024-05,Acai Plus,Plus,Finished,TikTok_FBT,386,11.0,4246.0
2024-05,Acai Plus,Plus,Finished,Shopify_FC,38,11.0,418.0
2024-05,Acai Plus,Plus,Finished,Factory_A,29,11.0,319.0
2024-05,Acai Plus,Plus,Finished,Factory_B,195,11.0,2145.0
2024-05,Acai Plus,Plus,Finished,Inbound_Transit,9,11.0,99.0
2024-05,Acai Plus,Plus,Finished,Interwarehouse_Transit,143,11.0,1573.0
2024-05,Coconut Original,Original,Finished,EU_North,75,8.5,637.5
2024-05,Coconut Original,Original,Finished,EU_Central,134,8.5,1139.0
2024-05,Coconut Original,Original,Finished,EU_South,107,8.5,909.5
2024-05,Coconut Original,Original,Finished,EU_West,130,8.5,1105.0
2024-05,Coconut Original,Original,Finished,EU_East,45,8.5,382.5
2024-05,Coconut Original,Original,Finished,Amazon_FBA,246,8.5,2091.0
2024-05,Coconut Original,Original,Finished,TikTok_FBT,68,8.5,578.0
2024-05,Coconut Original,Original,Finished,Shopify_FC,482,8.5,4097.0
2024-05,Coconut Original,Original,Finished,Factory_A,127,8.5,1079.5
2024-05,Coconut Original,Original,Finished,Factory_B,15,8.5,127.5
2024-05,Coconut Original,Original,Finished,Inbound_Transit,122,8.5,1037.0
2024-05,Coconut Original,Original,Finished,Interwarehouse_Transit,41,8.5,348.5
2024-05,Coconut Plus,Plus,Finished,EU_North,66,11.0,726.0
2024-05,Coconut Plus,Plus,Finished,EU_Central,169,11.0,1859.0
2024-05,Coconut Plus,Plus,Finished,EU_South,297,11.0,3267.0
2024-05,Coconut Plus,Plus,Finished,EU_West,30,11.0,330.0
2024-05,Coconut Plus,Plus,Finished,EU_East,212,11.0,2332.0
2024-05,Coconut Plus,Plus,Finished,Amazon_FBA,9,11.0,99.0
2024-05,Coconut Plus,Plus,Finished,TikTok_FBT,303,11.0,3333.0
2024-05,Coconut Plus,Plus,Finished,Shopify_FC,113,11.0,1243.0
2024-05,Coconut Plus,Plus,Finished,Factory_A,268,11.0,2948.0
2024-05,Coconut Plus,Plus,Finished,Inbound_Transit,29,11.0,319.0
2024-05,Coconut Plus,Plus,Finished,Interwarehouse_Transit,56,11.0,616.0
2024-05,Turmeric Original,Original,Finished,EU_North,49,8.5,416.5
2024-05,Turmeric Original,Original,Finished,EU_Central,37,8.5,314.5
2024-05,Turmeric Original,Original,Finished,EU_South,51,8.5,433.5
2024-05,Turmeric Original,Original,Finished,EU_West,140,8.5,1190.0
2024-05,Turmeric Original,Original,Finished,EU_East,30,8.5,255.0
2024-05,Turmeric Original,Original,Finished,Amazon_FBA,31,8.5,263.5
2024-05,Turmeric Original,Original,Finished,TikTok_FBT,28,8.5,238.0
2024-05,Turmeric Original,Original,Finished,Shopify_FC,23,8.5,195.5
2024-05,Turmeric Original,Original,Finished,Factory_A,37,8.5,314.5
2024-05,Turmeric Original,Original,Finished,Factory_B,21,8.5,178.5
2024-05,Turmeric Original,Original,Finished,Inbound_Transit,6,8.5,51.0
2024-05,Turmeric Original,Original,Finished,Interwarehouse_Transit,5,8.5,42.5
2024-05,Turmeric Plus,Plus,Finished,EU_North,63,11.0,693.0
2024-05,Turmeric Plus,Plus,Finished,EU_Central,144,11.0,1584.0
2024-05,Turmeric Plus,Plus,Finished,EU_South,10,11.0,110.0
2024-05,Turmeric Plus,Plus,Finished,EU_West,4,11.0,44.0
2024-05,Turmeric Plus,Plus,Finished,EU_East,19,11.0,209.0
2024-05,Turmeric Plus,Plus,Finished,Amazon_FBA,105,11.0,1155.0
2024-05,Turmeric Plus,Plus,Finished,TikTok_FBT,2,11.0,22.0
2024-05,Turmeric Plus,Plus,Finished,Shopify_FC,62,11.0,682.0
2024-05,Turmeric Plus,Plus,Finished,Factory_A,346,11.0,3806.0
2024-05,Turmeric Plus,Plus,Finished,Factory_B,121,11.0,1331.0
2024-05,Turmeric Plus,Plus,Finished,Inbound_Transit,44,11.0,484.0
2024-05,Turmeric Plus,Plus,Finished,Interwarehouse_Transit,3,11.0,33.0
2024-05,Ginger Lemon Original,Original,Finished,EU_North,15,8.5,127.5
2024-05,Ginger Lemon Original,Original,Finished,EU_Central,32,8.5,272.0
2024-05,Ginger Lemon Original,Original,Finished,EU_South,14,8.5,119.0
2024-05,Ginger Lemon Original,Original,Finished,EU_West,15,8.5,127.5
2024-05,Ginger Lemon Original,Original,Finished,EU_East,302,8.5,2567.0
2024-05,Ginger Lemon Original,Original,Finished,Amazon_FBA,45,8.5,382.5
2024-05,Ginger Lemon Original,Original,Finished,TikTok_FBT,128,8.5,1088.0
2024-05,Ginger Lemon Original,Original,Finished,Shopify_FC,101,8.5,858.5
2024-05,Ginger Lemon Original,Original,Finished,Factory_A,77,8.5,654.5
2024-05,Ginger Lemon Original,Original,Finished,Factory_B,9,8.5,76.5
2024-05,Ginger Lemon Original,Original,Finished,Inbound_Transit,23,8.5,195.5
2024-05,Ginger Lemon Original,Original,Finished,Interwarehouse_Transit,153,8.5,1300.5
2024-05,Ginger Lemon Plus,Plus,Finished,EU_North,270,11.0,2970.0
2024-05,Ginger Lemon Plus,Plus,Finished,EU_Central,33,11.0,363.0
2024-05,Ginger Lemon Plus,Plus,Finished,EU_South,66,11.0,726.0
2024-05,Ginger Lemon Plus,Plus,Finished,EU_West,20,11.0,220.0
2024-05,Ginger Lemon Plus,Plus,Finished,EU_East,85,11.0,935.0
2024-05,Ginger Lemon Plus,Plus,Finished,Amazon_FBA,27,11.0,297.0
2024-05,Ginger Lemon Plus,Plus,Finished,TikTok_FBT,24,11.0,264.0
2024-05,Ginger Lemon Plus,Plus,Finished,Shopify_FC,62,11.0,682.0
2024-05,Ginger Lemon Plus,Plus,Finished,Inbound_Transit,18,11.0,198.0
2024-05,Ginger Lemon Plus,Plus,Finished,Interwarehouse_Transit,3,11.0,33.0
2024-05,Berry Fusion Original,Original,Finished,EU_North,11,8.5,93.5
2024-05,Berry Fusion Original,Original,Finished,EU_Central,513,8.5,4360.5
2024-05,Berry Fusion Original,Original,Finished,EU_South,22,8.5,187.0
2024-05,Berry Fusion Original,Original,Finished,EU_West,273,8.5,2320.5
2024-05,Berry Fusion Original,Original,Finished,EU_East,1273,8.5,10820.5
2024-05,Berry Fusion Original,Original,Finished,Amazon_FBA,60,8.5,510.0
2024-05,Berry Fusion Original,Original,Finished,TikTok_FBT,225,8.5,1912.5
2024-05,Berry Fusion Original,Original,Finished,Shopify_FC,621,8.5,5278.5
2024-05,Berry Fusion Original,Original,Finished,Factory_A,732,8.5,6222.0
2024-05,Berry Fusion Original,Original,Finished,Factory_B,535,8.5,4547.5
2024-05,Berry Fusion Original,Original,Finished,Inbound_Transit,113,8.5,960.5
2024-05,Berry Fusion Original,Original,Finished,Interwarehouse_Transit,501,8.5,4258.5
2024-05,Berry Fusion Plus,Plus,Finished,EU_North,158,11.0,1738.0
2024-05,Berry Fusion Plus,Plus,Finished,EU_Central,58,11.0,638.0
2024-05,Berry Fusion Plus,Plus,Finished,EU_South,270,11.0,2970.0
2024-05,Berry Fusion Plus,Plus,Finished,EU_West,621,11.0,6831.0
2024-05,Berry Fusion Plus,Plus,Finished,EU_East,36,11.0,396.0
2024-05,Berry Fusion Plus,Plus,Finished,Amazon_FBA,38,11.0,418.0
2024-05,Berry Fusion Plus,Plus,Finished,TikTok_FBT,158,11.0,1738.0
2024-05,Berry Fusion Plus,Plus,Finished,Shopify_FC,1411,11.0,15521.0
2024-05,Berry Fusion Plus,Plus,Finished,Factory_A,390,11.0,4290.0
2024-05,Berry Fusion Plus,Plus,Finished,Factory_B,492,11.0,5412.0
2024-05,Berry Fusion Plus,Plus,Finished,Inbound_Transit,164,11.0,1804.0
2024-05,Berry Fusion Plus,Plus,Finished,Interwarehouse_Transit,309,11.0,3399.0
2024-05,Cacao Original,Original,Finished,EU_North,77,8.5,654.5
