month,sku,variation,category,location,inventory_units,unit_cost,inventory_value
2023-03-01,wild_berry_burst,original,beverage,3pl_north,3032,10,30320
2023-04-01,wild_berry_burst,original,beverage,3pl_north,3167,10,31670
2023-05-01,wild_berry_burst,original,beverage,3pl_north,2795,10,27950
2023-06-01,wild_berry_burst,original,beverage,3pl_north,2815,10,28150
2023-07-01,wild_berry_burst,original,beverage,3pl_north,2890,10,28900
2023-08-01,wild_berry_burst,original,beverage,3pl_north,2892,10,28920
2023-09-01,wild_berry_burst,original,beverage,3pl_north,3174,10,31740
2023-10-01,wild_berry_burst,original,beverage,3pl_north,2882,10,28820
2023-11-01,wild_berry_burst,original,beverage,3pl_north,3114,10,31140
2023-12-01,wild_berry_burst,original,beverage,3pl_north,3030,10,30300
2024-01-01,wild_berry_burst,original,beverage,3pl_north,4104,10,41040
2024-02-01,wild_berry_burst,original,beverage,3pl_north,4318,10,43180
2024-03-01,wild_berry_burst,original,beverage,3pl_north,3967,10,39670
2024-04-01,wild_berry_burst,original,beverage,3pl_north,4264,10,42640
2024-05-01,wild_berry_burst,original,beverage,3pl_north,3981,10,39810
2024-06-01,wild_berry_burst,original,beverage,3pl_north,3926,10,39260
2024-07-01,wild_berry_burst,original,beverage,3pl_north,4416,10,44160
2024-08-01,wild_berry_burst,original,beverage,3pl_north,3789,10,37890
2024-09-01,wild_berry_burst,original,beverage,3pl_north,3713,10,37130
2024-10-01,wild_berry_burst,original,beverage,3pl_north,4264,10,42640
2024-11-01,wild_berry_burst,original,beverage,3pl_north,3695,10,36950
2024-12-01,wild_berry_burst,original,beverage,3pl_north,4317,10,43170
2025-01-01,wild_berry_burst,original,beverage,3pl_north,4992,10,49920
2025-02-01,wild_berry_burst,original,beverage,3pl_north,5476,10,54760
2025-03-01,wild_berry_burst,original,beverage,3pl_north,5280,10,52800
2025-04-01,wild_berry_burst,original,beverage,3pl_north,5167,10,51670
2025-05-01,wild_berry_burst,original,beverage,3pl_north,5510,10,55100
2025-06-01,wild_berry_burst,original,beverage,3pl_north,4951,10,49510
2025-07-01,wild_berry_burst,original,beverage,3pl_north,5515,10,55150
2025-08-01,wild_berry_burst,original,beverage,3pl_north,4687,10,46870
2025-09-01,wild_berry_burst,original,beverage,3pl_north,5039,10,50390
2025-10-01,wild_berry_burst,original,beverage,3pl_north,4823,10,48230
2025-11-01,wild_berry_burst,original,beverage,3pl_north,5096,10,50960
2025-12-01,wild_berry_burst,original,beverage,3pl_north,4714,10,47140
2026-01-01,wild_berry_burst,original,beverage,3pl_north,5401,10,54010
2026-02-01,wild_berry_burst,original,beverage,3pl_north,5406,10,54060
2026-03-01,wild_berry_burst,original,beverage,3pl_north,5516,10,55160
2022-01-01,wild_berry_burst,original,beverage,3pl_south,3343,10,33430
2022-02-01,wild_berry_burst,original,beverage,3pl_south,3246,10,32460
2022-03-01,wild_berry_burst,original,beverage,3pl_south,3161,10,31610
2022-04-01,wild_berry_burst,original,beverage,3pl_south,3166,10,31660
2022-05-01,wild_berry_burst,original,beverage,3pl_south,3206,10,32060
2022-06-01,wild_berry_burst,original,beverage,3pl_south,3397,10,33970
2022-07-01,wild_berry_burst,original,beverage,3pl_south,3327,10,33270
2022-08-01,wild_berry_burst,original,beverage,3pl_south,3237,10,32370
2022-09-01,wild_berry_burst,original,beverage,3pl_south,2986,10,29860
2022-10-01,wild_berry_burst,original,beverage,3pl_south,2987,10,29870
2022-11-01,wild_berry_burst,original,beverage,3pl_south,2938,10,29380
2022-12-01,wild_berry_burst,original,beverage,3pl_south,3568,10,35680
2023-01-01,wild_berry_burst,original,beverage,3pl_south,2940,10,29400
2023-02-01,wild_berry_burst,original,beverage,3pl_south,3004,10,30040
2023-03-01,wild_berry_burst,original,beverage,3pl_south,3142,10,31420
2023-04-01,wild_berry_burst,original,beverage,3pl_south,3464,10,34640
2023-05-01,wild_berry_burst,original,beverage,3pl_south,3565,10,35650
2023-06-01,wild_berry_burst,original,beverage,3pl_south,3452,10,34520
2023-07-01,wild_berry_burst,original,beverage,3pl_south,3387,10,33870
2023-08-01,wild_berry_burst,original,beverage,3pl_south,3277,10,32770
2023-09-01,wild_berry_burst,original,beverage,3pl_south,2993,10,29930
2023-10-01,wild_berry_burst,original,beverage,3pl_south,3562,10,35620
2023-11-01,wild_berry_burst,original,beverage,3pl_south,3432,10,34320
2023-12-01,wild_berry_burst,original,beverage,3pl_south,3354,10,33540
2024-01-01,wild_berry_burst,original,beverage,3pl_south,4576,10,45760
2024-02-01,wild_berry_burst,original,beverage,3pl_south,4546,10,45460
2024-03-01,wild_berry_burst,original,beverage,3pl_south,4470,10,44700
2024-04-01,wild_berry_burst,original,beverage,3pl_south,4769,10,47690
2024-05-01,wild_berry_burst,original,beverage,3pl_south,4702,10,47020
2024-06-01,wild_berry_burst,original,beverage,3pl_south,4478,10,44780
2024-07-01,wild_berry_burst,original,beverage,3pl_south,4519,10,45190
2024-08-01,wild_berry_burst,original,beverage,3pl_south,3961,10,39610
2024-09-01,wild_berry_burst,original,beverage,3pl_south,4499,10,44990
2024-10-01,wild_berry_burst,original,beverage,3pl_south,3954,10,39540
2024-11-01,wild_berry_burst,original,beverage,3pl_south,4428,10,44280
2024-12-01,wild_berry_burst,original,beverage,3pl_south,4785,10,47850
2025-01-01,wild_berry_burst,original,beverage,3pl_south,5499,10,54990
2025-02-01,wild_berry_burst,original,beverage,3pl_south,5409,10,54090
2025-03-01,wild_berry_burst,original,beverage,3pl_south,5235,10,52350
2025-04-01,wild_berry_burst,original,beverage,3pl_south,5026,10,50260
2025-05-01,wild_berry_burst,original,beverage,3pl_south,5690,10,56900
2025-06-01,wild_berry_burst,original,beverage,3pl_south,5104,10,51040
2025-07-01,wild_berry_burst,original,beverage,3pl_south,5020,10,50200
2025-08-01,wild_berry_burst,original,beverage,3pl_south,5353,10,53530
2025-09-01,wild_berry_burst,original,beverage,3pl_south,5760,10,57600
2025-10-01,wild_berry_burst,original,beverage,3pl_south,5705,10,57050
2025-11-01,wild_berry_burst,original,beverage,3pl_south,4954,10,49540
2025-12-01,wild_berry_burst,original,beverage,3pl_south,5390,10,53900
2026-01-01,wild_berry_burst,original,beverage,3pl_south,5463,10,54630
2026-02-01,wild_berry_burst,original,beverage,3pl_south,5596,10,55960
2026-03-01,wild_berry_burst,original,beverage,3pl_south,5602,10,56020
2022-01-01,wild_berry_burst,original,beverage,amazon,399,10,3990
2022-02-01,wild_berry_burst,original,beverage,amazon,390,10,3900
2022-03-01,wild_berry_burst,original,beverage,amazon,387,10,3870
2022-04-01,wild_berry_burst,original,beverage,amazon,439,10,4390
2022-05-01,wild_berry_burst,original,beverage,amazon,409,10,4090
2022-06-01,wild_berry_burst,original,beverage,amazon,441,10,4410
2022-07-01,wild_berry_burst,original,beverage,amazon,386,10,3860
2022-08-01,wild_berry_burst,original,beverage,amazon,407,10,4070
2022-09-01,wild_berry_burst,original,beverage,amazon,426,10,4260
2022-10-01,wild_berry_burst,original,beverage,amazon,447,10,4470
2022-11-01,wild_berry_burst,original,beverage,amazon,407,10,4070
2022-12-01,wild_berry_burst,original,beverage,amazon,433,10,4330
2023-01-01,wild_berry_burst,original,beverage,amazon,455,10,4550
2023-02-01,wild_berry_burst,original,beverage,amazon,432,10,4320
2023-03-01,wild_berry_burst,original,beverage,amazon,400,10,4000
2023-04-01,wild_berry_burst,original,beverage,amazon,382,10,3820
2023-05-01,wild_berry_burst,original,beverage,amazon,454,10,4540
2023-06-01,wild_berry_burst,original,beverage,amazon,382,10,3820
2023-07-01,wild_berry_burst,original,beverage,amazon,454,10,4540
2023-08-01,wild_berry_burst,original,beverage,amazon,425,10,4250
2023-09-01,wild_berry_burst,original,beverage,amazon,459,10,4590
2023-10-01,wild_berry_burst,original,beverage,amazon,448,10,4480
2023-11-01,wild_berry_burst,original,beverage,amazon,464,10,4640
2023-12-01,wild_berry_burst,original,beverage,amazon,410,10,4100
2024-01-01,wild_berry_burst,original,beverage,amazon,593,10,5930
2024-02-01,wild_berry_burst,original,beverage,amazon,552,10,5520
2024-03-01,wild_berry_burst,original,beverage,amazon,561,10,5610
2024-04-01,wild_berry_burst,original,beverage,amazon,578,10,5780
2024-05-01,wild_berry_burst,original,beverage,amazon,605,10,6050
2024-06-01,wild_berry_burst,original,beverage,amazon,618,10,6180
2024-07-01,wild_berry_burst,original,beverage,amazon,593,10,5930
2024-08-01,wild_berry_burst,original,beverage,amazon,554,10,5540
2024-09-01,wild_berry_burst,original,beverage,amazon,554,10,5540
2024-10-01,wild_berry_burst,original,beverage,amazon,590,10,5900
2024-11-01,wild_berry_burst,original,beverage,amazon,534,10,5340
2024-12-01,wild_berry_burst,original,beverage,amazon,519,10,5190
2025-01-01,wild_berry_burst,original,beverage,amazon,684,10,6840
2025-02-01,wild_berry_burst,original,beverage,amazon,674,10,6740
2025-03-01,wild_berry_burst,original,beverage,amazon,675,10,6750
2025-04-01,wild_berry_burst,original,beverage,amazon,667,10,6670
2025-05-01,wild_berry_burst,original,beverage,amazon,640,10,6400
2025-06-01,wild_berry_burst,original,beverage,amazon,636,10,6360
2025-07-01,wild_berry_burst,original,beverage,amazon,773,10,7730
2025-08-01,wild_berry_burst,original,beverage,amazon,694,10,6940
2025-09-01,wild_berry_burst,original,beverage,amazon,688,10,6880
2025-10-01,wild_berry_burst,original,beverage,amazon,730,10,7300
2025-11-01,wild_berry_burst,original,beverage,amazon,664,10,6640
2025-12-01,wild_berry_burst,original,beverage,amazon,768,10,7680
2026-01-01,wild_berry_burst,original,beverage,amazon,745,10,7450
2026-02-01,wild_berry_burst,original,beverage,amazon,646,10,6460
2026-03-01,wild_berry_burst,original,beverage,amazon,693,10,6930
2022-01-01,wild_berry_burst,original,beverage,tiktok,630,10,6300
2022-02-01,wild_berry_burst,original,beverage,tiktok,575,10,5750
2022-03-01,wild_berry_burst,original,beverage,tiktok,592,10,5920
2022-04-01,wild_berry_burst,original,beverage,tiktok,540,10,5400
2022-05-01,wild_berry_burst,original,beverage,tiktok,636,10,6360
2022-06-01,wild_berry_burst,original,beverage,tiktok,548,10,5480
2022-07-01,wild_berry_burst,original,beverage,tiktok,630,10,6300
2022-08-01,wild_berry_burst,original,beverage,tiktok,596,10,5960
2022-09-01,wild_berry_burst,original,beverage,tiktok,591,10,5910
2022-10-01,wild_berry_burst,original,beverage,tiktok,580,10,5800
2022-11-01,wild_berry_burst,original,beverage,tiktok,548,10,5480
2022-12-01,wild_berry_burst,original,beverage,tiktok,541,10,5410
2023-01-01,wild_berry_burst,original,beverage,tiktok,546,10,5460
2023-02-01,wild_berry_burst,original,beverage,tiktok,543,10,5430
2023-03-01,wild_berry_burst,original,beverage,tiktok,611,10,6110
2023-04-01,wild_berry_burst,original,beverage,tiktok,562,10,5620
2023-05-01,wild_berry_burst,original,beverage,tiktok,528,10,5280
2023-06-01,wild_berry_burst,original,beverage,tiktok,633,10,6330
2023-07-01,wild_berry_burst,original,beverage,tiktok,623,10,6230
2023-08-01,wild_berry_burst,original,beverage,tiktok,628,10,6280
2023-09-01,wild_berry_burst,original,beverage,tiktok,636,10,6360
2023-10-01,wild_berry_burst,original,beverage,tiktok,541,10,5410
2023-11-01,wild_berry_burst,original,beverage,tiktok,567,10,5670
2023-12-01,wild_berry_burst,original,beverage,tiktok,609,10,6090
2024-01-01,wild_berry_burst,original,beverage,tiktok,802,10,8020
2024-02-01,wild_berry_burst,original,beverage,tiktok,719,10,7190
2024-03-01,wild_berry_burst,original,beverage,tiktok,821,10,8210
2024-04-01,wild_berry_burst,original,beverage,tiktok,729,10,7290
2024-05-01,wild_berry_burst,original,beverage,tiktok,729,10,7290
2024-06-01,wild_berry_burst,original,beverage,tiktok,778,10,7780
2024-07-01,wild_berry_burst,original,beverage,tiktok,786,10,7860
2024-08-01,wild_berry_burst,original,beverage,tiktok,784,10,7840
2024-09-01,wild_berry_burst,original,beverage,tiktok,709,10,7090
2024-10-01,wild_berry_burst,original,beverage,tiktok,830,10,8300
2024-11-01,wild_berry_burst,original,beverage,tiktok,736,10,7360
2024-12-01,wild_berry_burst,original,beverage,tiktok,715,10,7150
2025-01-01,wild_berry_burst,original,beverage,tiktok,1040,10,10400
2025-02-01,wild_berry_burst,original,beverage,tiktok,1053,10,10530
2025-03-01,wild_berry_burst,original,beverage,tiktok,1035,10,10350
2025-04-01,wild_berry_burst,original,beverage,tiktok,1025,10,10250
2025-05-01,wild_berry_burst,original,beverage,tiktok,995,10,9950
2025-06-01,wild_berry_burst,original,beverage,tiktok,975,10,9750
2025-07-01,wild_berry_burst,original,beverage,tiktok,885,10,8850
2025-08-01,wild_berry_burst,original,beverage,tiktok,947,10,9470
2025-09-01,wild_berry_burst,original,beverage,tiktok,941,10,9410
2025-10-01,wild_berry_burst,original,beverage,tiktok,919,10,9190
2025-11-01,wild_berry_burst,original,beverage,tiktok,1008,10,10080
2025-12-01,wild_berry_burst,original,beverage,tiktok,964,10,9640
2026-01-01,wild_berry_burst,original,beverage,tiktok,884,10,8840
2026-02-01,wild_berry_burst,original,beverage,tiktok,911,10,9110
2026-03-01,wild_berry_burst,original,beverage,tiktok,1001,10,10010
2022-01-01,wild_berry_burst,original,beverage,dtc,325,10,3250
2022-02-01,wild_berry_burst,original,beverage,dtc,383,10,3830
2022-03-01,wild_berry_burst,original,beverage,dtc,357,10,3570
2022-04-01,wild_berry_burst,original,beverage,dtc,385,10,3850
2022-05-01,wild_berry_burst,original,beverage,dtc,361,10,3610
2022-06-01,wild_berry_burst,original,beverage,dtc,367,10,3670
2022-07-01,wild_berry_burst,original,beverage,dtc,359,10,3590
2022-08-01,wild_berry_burst,original,beverage,dtc,382,10,3820
2022-09-01,wild_berry_burst,original,beverage,dtc,372,10,3720
2022-10-01,wild_berry_burst,original,beverage,dtc,357,10,3570
2022-11-01,wild_berry_burst,original,beverage,dtc,382,10,3820
2022-12-01,wild_berry_burst,original,beverage,dtc,338,10,3380
2023-01-01,wild_berry_burst,original,beverage,dtc,331,10,3310
2023-02-01,wild_berry_burst,original,beverage,dtc,332,10,3320
2023-03-01,wild_berry_burst,original,beverage,dtc,344,10,3440
2023-04-01,wild_berry_burst,original,beverage,dtc,337,10,3370
2023-05-01,wild_berry_burst,original,beverage,dtc,386,10,3860
2023-06-01,wild_berry_burst,original,beverage,dtc,328,10,3280
2023-07-01,wild_berry_burst,original,beverage,dtc,370,10,3700
2023-08-01,wild_berry_burst,original,beverage,dtc,334,10,3340
2023-09-01,wild_berry_burst,original,beverage,dtc,383,10,3830
2023-10-01,wild_berry_burst,original,beverage,dtc,389,10,3890
2023-11-01,wild_berry_burst,original,beverage,dtc,353,10,3530
2023-12-01,wild_berry_burst,original,beverage,dtc,383,10,3830
2024-01-01,wild_berry_burst,original,beverage,dtc,427,10,4270
2024-02-01,wild_berry_burst,original,beverage,dtc,505,10,5050
2024-03-01,wild_berry_burst,original,beverage,dtc,449,10,4490
2024-04-01,wild_berry_burst,original,beverage,dtc,513,10,5130
2024-05-01,wild_berry_burst,original,beverage,dtc,427,10,4270
2024-06-01,wild_berry_burst,original,beverage,dtc,480,10,4800
2024-07-01,wild_berry_burst,original,beverage,dtc,499,10,4990
2024-08-01,wild_berry_burst,original,beverage,dtc,452,10,4520
2024-09-01,wild_berry_burst,original,beverage,dtc,445,10,4450
2024-10-01,wild_berry_burst,original,beverage,dtc,435,10,4350
2024-11-01,wild_berry_burst,original,beverage,dtc,458,10,4580
2024-12-01,wild_berry_burst,original,beverage,dtc,480,10,4800
2025-01-01,wild_berry_burst,original,beverage,dtc,548,10,5480
2025-02-01,wild_berry_burst,original,beverage,dtc,579,10,5790
2025-03-01,wild_berry_burst,original,beverage,dtc,535,10,5350
2025-04-01,wild_berry_burst,original,beverage,dtc,631,10,6310
2025-05-01,wild_berry_burst,original,beverage,dtc,549,10,5490
2025-06-01,wild_berry_burst,original,beverage,dtc,568,10,5680
2025-07-01,wild_berry_burst,original,beverage,dtc,536,10,5360
2025-08-01,wild_berry_burst,original,beverage,dtc,585,10,5850
2025-09-01,wild_berry_burst,original,beverage,dtc,634,10,6340
2025-10-01,wild_berry_burst,original,beverage,dtc,580,10,5800
2025-11-01,wild_berry_burst,original,beverage,dtc,555,10,5550
2025-12-01,wild_berry_burst,original,beverage,dtc,623,10,6230
2026-01-01,wild_berry_burst,original,beverage,dtc,628,10,6280
2026-02-01,wild_berry_burst,original,beverage,dtc,555,10,5550
2026-03-01,wild_berry_burst,original,beverage,dtc,625,10,6250
2022-01-01,wild_berry_burst,original,beverage,in_transit,195,10,1950
2022-02-01,wild_berry_burst,original,beverage,in_transit,211,10,2110
2022-03-01,wild_berry_burst,original,beverage,in_transit,185,10,1850
2022-04-01,wild_berry_burst,original,beverage,in_transit,206,10,2060
2022-05-01,wild_berry_burst,original,beverage,in_transit,197,10,1970
2022-06-01,wild_berry_burst,original,beverage,in_transit,208,10,2080
2022-07-01,wild_berry_burst,original,beverage,in_transit,184,10,1840
2022-08-01,wild_berry_burst,original,beverage,in_transit,218,10,2180
2022-09-01,wild_berry_burst,original,beverage,in_transit,222,10,2220
2022-10-01,wild_berry_burst,original,beverage,in_transit,222,10,2220
2022-11-01,wild_berry_burst,original,beverage,in_transit,213,10,2130
2022-12-01,wild_berry_burst,original,beverage,in_transit,188,10,1880
2023-01-01,wild_berry_burst,original,beverage,in_transit,213,10,2130
2023-02-01,wild_berry_burst,original,beverage,in_transit,184,10,1840
2023-03-01,wild_berry_burst,original,beverage,in_transit,183,10,1830
2023-04-01,wild_berry_burst,original,beverage,in_transit,196,10,1960
2023-05-01,wild_berry_burst,original,beverage,in_transit,202,10,2020
2023-06-01,wild_berry_burst,original,beverage,in_transit,214,10,2140
2023-07-01,wild_berry_burst,original,beverage,in_transit,210,10,2100
2023-08-01,wild_berry_burst,original,beverage,in_transit,201,10,2010
2023-09-01,wild_berry_burst,original,beverage,in_transit,194,10,1940
2023-10-01,wild_berry_burst,original,beverage,in_transit,223,10,2230
2023-11-01,wild_berry_burst,original,beverage,in_transit,200,10,2000
2023-12-01,wild_berry_burst,original,beverage,in_transit,201,10,2010
2024-01-01,wild_berry_burst,original,beverage,in_transit,253,10,2530
2024-02-01,wild_berry_burst,original,beverage,in_transit,287,10,2870
2024-03-01,wild_berry_burst,original,beverage,in_transit,281,10,2810
2024-04-01,wild_berry_burst,original,beverage,in_transit,256,10,2560
2024-05-01,wild_berry_burst,original,beverage,in_transit,248,10,2480
2024-06-01,wild_berry_burst,original,beverage,in_transit,281,10,2810
2024-07-01,wild_berry_burst,original,beverage,in_transit,279,10,2790
2024-08-01,wild_berry_burst,original,beverage,in_transit,258,10,2580
2024-09-01,wild_berry_burst,original,beverage,in_transit,295,10,2950
2024-10-01,wild_berry_burst,original,beverage,in_transit,252,10,2520
2024-11-01,wild_berry_burst,original,beverage,in_transit,267,10,2670
2024-12-01,wild_berry_burst,original,beverage,in_transit,295,10,2950
2025-01-01,wild_berry_burst,original,beverage,in_transit,333,10,3330
2025-02-01,wild_berry_burst,original,beverage,in_transit,348,10,3480
2025-03-01,wild_berry_burst,original,beverage,in_transit,332,10,3320
2025-04-01,wild_berry_burst,original,beverage,in_transit,323,10,3230
2025-05-01,wild_berry_burst,original,beverage,in_transit,371,10,3710
2025-06-01,wild_berry_burst,original,beverage,in_transit,332,10,3320
2025-07-01,wild_berry_burst,original,beverage,in_transit,365,10,3650
2025-08-01,wild_berry_burst,original,beverage,in_transit,320,10,3200
2025-09-01,wild_berry_burst,original,beverage,in_transit,319,10,3190
2025-10-01,wild_berry_burst,original,beverage,in_transit,307,10,3070
2025-11-01,wild_berry_burst,original,beverage,in_transit,349,10,3490
2025-12-01,wild_berry_burst,original,beverage,in_transit,330,10,3300
2026-01-01,wild_berry_burst,original,beverage,in_transit,363,10,3630
2026-02-01,wild_berry_burst,original,beverage,in_transit,337,10,3370
2026-03-01,wild_berry_burst,original,beverage,in_transit,370,10,3700
2022-01-01,wild_berry_burst,plus,beverage,factory_a,1260,12,15120
2022-02-01,wild_berry_burst,plus,beverage,factory_a,1230,12,14760
2022-03-01,wild_berry_burst,plus,beverage,factory_a,1246,12,14952
2022-04-01,wild_berry_burst,plus,beverage,factory_a,1327,12,15924
2022-05-01,wild_berry_burst,plus,beverage,factory_a,1347,12,16164
2022-06-01,wild_berry_burst,plus,beverage,factory_a,1210,12,14520
2022-07-01,wild_berry_burst,plus,beverage,factory_a,1419,12,17028
2022-08-01,wild_berry_burst,plus,beverage,factory_a,1284,12,15408
2022-09-01,wild_berry_burst,plus,beverage,factory_a,1450,12,17400
2022-10-01,wild_berry_burst,plus,beverage,factory_a,1464,12,17568
2022-11-01,wild_berry_burst,plus,beverage,factory_a,1255,12,15060
2022-12-01,wild_berry_burst,plus,beverage,factory_a,1329,12,15948
2023-01-01,wild_berry_burst,plus,beverage,factory_a,1206,12,14472
2023-02-01,wild_berry_burst,plus,beverage,factory_a,1366,12,16392
2023-03-01,wild_berry_burst,plus,beverage,factory_a,1368,12,16416
2023-04-01,wild_berry_burst,plus,beverage,factory_a,1272,12,15264
2023-05-01,wild_berry_burst,plus,beverage,factory_a,1355,12,16260
2023-06-01,wild_berry_burst,plus,beverage,factory_a,1266,12,15192
2023-07-01,wild_berry_burst,plus,beverage,factory_a,1248,12,14976
2023-08-01,wild_berry_burst,plus,beverage,factory_a,1380,12,16560
2023-09-01,wild_berry_burst,plus,beverage,factory_a,1293,12,15516
2023-10-01,wild_berry_burst,plus,beverage,factory_a,1363,12,16356
2023-11-01,wild_berry_burst,plus,beverage,factory_a,1321,12,15852
2023-12-01,wild_berry_burst,plus,beverage,factory_a,1469,12,17628
2024-01-01,wild_berry_burst,plus,beverage,factory_a,1661,12,19932
2024-02-01,wild_berry_burst,plus,beverage,factory_a,1773,12,21276
2024-03-01,wild_berry_burst,plus,beverage,factory_a,1850,12,22200
2024-04-01,wild_berry_burst,plus,beverage,factory_a,1748,12,20976
2024-05-01,wild_berry_burst,plus,beverage,factory_a,1955,12,23460
2024-06-01,wild_berry_burst,plus,beverage,factory_a,1865,12,22380
2024-07-01,wild_berry_burst,plus,beverage,factory_a,1842,12,22104
2024-08-01,wild_berry_burst,plus,beverage,factory_a,1878,12,22536
2024-09-01,wild_berry_burst,plus,beverage,factory_a,1947,12,23364
2024-10-01,wild_berry_burst,plus,beverage,factory_a,1931,12,23172
2024-11-01,wild_berry_burst,plus,beverage,factory_a,1866,12,22392
2024-12-01,wild_berry_burst,plus,beverage,factory_a,1875,12,22500
2025-01-01,wild_berry_burst,plus,beverage,factory_a,2074,12,24888
2025-02-01,wild_berry_burst,plus,beverage,factory_a,2055,12,24660
2025-03-01,wild_berry_burst,plus,beverage,factory_a,2264,12,27168
2025-04-01,wild_berry_burst,plus,beverage,factory_a,2017,12,24204
2025-05-01,wild_berry_burst,plus,beverage,factory_a,2224,12,26688
2025-06-01,wild_berry_burst,plus,beverage,factory_a,2103,12,25236
2025-07-01,wild_berry_burst,plus,beverage,factory_a,2164,12,25968
2025-08-01,wild_berry_burst,plus,beverage,factory_a,2355,12,28260
2025-09-01,wild_berry_burst,plus,beverage,factory_a,2429,12,29148
2025-10-01,wild_berry_burst,plus,beverage,factory_a,2041,12,24492
2025-11-01,wild_berry_burst,plus,beverage,factory_a,2248,12,26976
2025-12-01,wild_berry_burst,plus,beverage,factory_a,2403,12,28836
2026-01-01,wild_berry_burst,plus,beverage,factory_a,2046,12,24552
2026-02-01,wild_berry_burst,plus,beverage,factory_a,2377,12,28524
2026-03-01,wild_berry_burst,plus,beverage,factory_a,2169,12,26028
2022-01-01,wild_berry_burst,plus,beverage,factory_b,957,12,11484
2022-02-01,wild_berry_burst,plus,beverage,factory_b,1047,12,12564
2022-03-01,wild_berry_burst,plus,beverage,factory_b,1072,12,12864
2022-04-01,wild_berry_burst,plus,beverage,factory_b,1095,12,13140
2022-05-01,wild_berry_burst,plus,beverage,factory_b,971,12,11652
2022-06-01,wild_berry_burst,plus,beverage,factory_b,964,12,11568
2022-07-01,wild_berry_burst,plus,beverage,factory_b,951,12,11412
2022-08-01,wild_berry_burst,plus,beverage,factory_b,1061,12,12732
2022-09-01,wild_berry_burst,plus,beverage,factory_b,1075,12,12900
2022-10-01,wild_berry_burst,plus,beverage,factory_b,936,12,11232
2022-11-01,wild_berry_burst,plus,beverage,factory_b,1123,12,13476
2022-12-01,wild_berry_burst,plus,beverage,factory_b,940,12,11280
2023-01-01,wild_berry_burst,plus,beverage,factory_b,1041,12,12492
2023-02-01,wild_berry_burst,plus,beverage,factory_b,1076,12,12912
2023-03-01,wild_berry_burst,plus,beverage,factory_b,1109,12,13308
2023-04-01,wild_berry_burst,plus,beverage,factory_b,1077,12,12924
2023-05-01,wild_berry_burst,plus,beverage,factory_b,1095,12,13140
2023-06-01,wild_berry_burst,plus,beverage,factory_b,999,12,11988
2023-07-01,wild_berry_burst,plus,beverage,factory_b,1098,12,13176
2023-08-01,wild_berry_burst,plus,beverage,factory_b,946,12,11352
2023-09-01,wild_berry_burst,plus,beverage,factory_b,1114,12,13368
2023-10-01,wild_berry_burst,plus,beverage,factory_b,1042,12,12504
2023-11-01,wild_berry_burst,plus,beverage,factory_b,1098,12,13176
2023-12-01,wild_berry_burst,plus,beverage,factory_b,1023,12,12276
2024-01-01,wild_berry_burst,plus,beverage,factory_b,1417,12,17004
2024-02-01,wild_berry_burst,plus,beverage,factory_b,1384,12,16608
2024-03-01,wild_berry_burst,plus,beverage,factory_b,1441,12,17292
2024-04-01,wild_berry_burst,plus,beverage,factory_b,1262,12,15144
2024-05-01,wild_berry_burst,plus,beverage,factory_b,1256,12,15072
2024-06-01,wild_berry_burst,plus,beverage,factory_b,1307,12,15684
2024-07-01,wild_berry_burst,plus,beverage,factory_b,1283,12,15396
2024-08-01,wild_berry_burst,plus,beverage,factory_b,1479,12,17748
2024-09-01,wild_berry_burst,plus,beverage,factory_b,1300,12,15600
2024-10-01,wild_berry_burst,plus,beverage,factory_b,1508,12,18096
2024-11-01,wild_berry_burst,plus,beverage,factory_b,1332,12,15984
2024-12-01,wild_berry_burst,plus,beverage,factory_b,1289,12,15468
2025-01-01,wild_berry_burst,plus,beverage,factory_b,1821,12,21852
2025-02-01,wild_berry_burst,plus,beverage,factory_b,1776,12,21312
2025-03-01,wild_berry_burst,plus,beverage,factory_b,1721,12,20652
2025-04-01,wild_berry_burst,plus,beverage,factory_b,1740,12,20880
2025-05-01,wild_berry_burst,plus,beverage,factory_b,1797,12,21564
2025-06-01,wild_berry_burst,plus,beverage,factory_b,1628,12,19536
2025-07-01,wild_berry_burst,plus,beverage,factory_b,1892,12,22704
2025-08-01,wild_berry_burst,plus,beverage,factory_b,1885,12,22620
2025-09-01,wild_berry_burst,plus,beverage,factory_b,1773,12,21276
2025-10-01,wild_berry_burst,plus,beverage,factory_b,1618,12,19416
2025-11-01,wild_berry_burst,plus,beverage,factory_b,1783,12,21396
2025-12-01,wild_berry_burst,plus,beverage,factory_b,1574,12,18888
2026-01-01,wild_berry_burst,plus,beverage,factory_b,1560,12,18720
2026-02-01,wild_berry_burst,plus,beverage,factory_b,1638,12,19656
2026-03-01,wild_berry_burst,plus,beverage,factory_b,1709,12,20508
2022-01-01,wild_berry_burst,plus,beverage,3pl_north,3953,12,47436
2022-02-01,wild_berry_burst,plus,beverage,3pl_north,3558,12,42696
2022-03-01,wild_berry_burst,plus,beverage,3pl_north,3870,12,46440
2022-04-01,wild_berry_burst,plus,beverage,3pl_north,3712,12,44544
2022-05-01,wild_berry_burst,plus,beverage,3pl_north,3790,12,45480
2022-06-01,wild_berry_burst,plus,beverage,3pl_north,3813,12,45756
2022-07-01,wild_berry_burst,plus,beverage,3pl_north,3623,12,43476
2022-08-01,wild_berry_burst,plus,beverage,3pl_north,3651,12,43812
